Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Denmark,Beverages,Offline,L,8/17/2012,405784165,9/22/2012,9407,47.45,31.79,446362.15,299048.53,147313.62
Poland,Beverages,Online,M,5/21/2015,950048577,7/1/2015,9341,47.45,31.79,443230.45,296950.39,146280.06
Luxembourg,Household,Offline,M,7/18/2010,739779269,8/10/2010,5980,668.27,502.54,3996254.6,3005189.2,991065.4
Serbia,Beverages,Offline,M,7/31/2011,908859717,8/5/2011,642,47.45,31.79,30462.9,20409.18,10053.72
Bosnia and Herzegovina,Vegetables,Offline,L,4/2/2013,907267558,4/8/2013,9487,154.06,90.93,1461567.22,862652.91,598914.31
Russia,Fruits,Offline,H,5/13/2011,216386735,6/6/2011,2498,9.33,6.92,23306.34,17286.16,6020.18
Andorra,Snacks,Offline,H,9/27/2011,869861686,10/6/2011,258,152.58,97.44,39365.64,25139.52,14226.12
Germany,Snacks,Online,M,1/26/2015,501985347,3/1/2015,7474,152.58,97.44,1140382.92,728266.56,412116.36
Finland,Baby Food,Online,M,10/3/2012,435464847,11/16/2012,2580,255.28,159.42,658622.4,411303.6,247318.8
Estonia,Personal Care,Offline,C,5/26/2016,125101935,6/25/2016,9298,81.73,56.67,759925.54,526917.66,233007.88
Russia,Fruits,Offline,H,11/9/2011,798667275,11/9/2011,2250,9.33,6.92,20992.5,15570,5422.5
Slovenia,Meat,Online,L,5/25/2012,797191417,7/9/2012,5510,421.89,364.69,2324613.9,2009441.9,315172
Macedonia,Snacks,Offline,H,11/2/2012,531265199,12/4/2012,2033,152.58,97.44,310195.14,198095.52,112099.62
Switzerland,Cosmetics,Online,M,11/7/2015,534562814,11/8/2015,7871,437.2,263.33,3441201.2,2072670.43,1368530.77
Slovakia,Baby Food,Offline,M,2/11/2017,252057540,3/29/2017,8282,255.28,159.42,2114228.96,1320316.44,793912.52
Denmark,Meat,Offline,C,9/17/2012,255951249,10/18/2012,517,421.89,364.69,218117.13,188544.73,29572.4
Austria,Beverages,Offline,H,4/15/2010,848555505,5/13/2010,5286,47.45,31.79,250820.7,168041.94,82778.76
Liechtenstein,Household,Online,H,11/15/2011,296577489,12/2/2011,2724,668.27,502.54,1820367.48,1368918.96,451448.52
Germany,Meat,Offline,M,1/4/2010,349643170,1/14/2010,6039,421.89,364.69,2547793.71,2202362.91,345430.8
Latvia,Office Supplies,Offline,H,7/3/2014,889877402,8/10/2014,3353,651.21,524.96,2183507.13,1760190.88,423316.25
France,Household,Offline,H,8/16/2011,130359494,9/23/2011,5126,668.27,502.54,3425552.02,2576020.04,849531.98
Georgia,Fruits,Online,C,4/11/2014,539189088,5/25/2014,6888,9.33,6.92,64265.04,47664.96,16600.08
Bosnia and Herzegovina,Clothes,Offline,C,3/20/2010,635547339,4/17/2010,1436,109.28,35.84,156926.08,51466.24,105459.84
Italy,Clothes,Online,M,12/30/2013,341995227,12/30/2013,2842,109.28,35.84,310573.76,101857.28,208716.48
Malta,Office Supplies,Online,M,8/11/2013,196395909,9/28/2013,6769,651.21,524.96,4408040.49,3553454.24,854586.25
Moldova ,Cosmetics,Offline,H,5/16/2011,259602057,6/20/2011,873,437.2,263.33,381675.6,229887.09,151788.51
Moldova ,Household,Offline,H,3/3/2011,476418101,3/27/2011,1558,668.27,502.54,1041164.66,782957.32,258207.34
Kosovo,Baby Food,Offline,C,6/6/2017,244827163,7/5/2017,8653,255.28,159.42,2208937.84,1379461.26,829476.58
France,Personal Care,Online,C,1/9/2013,652140557,2/8/2013,1738,81.73,56.67,142046.74,98492.46,43554.28
Vatican City,Fruits,Online,L,6/5/2015,101018702,7/22/2015,2534,9.33,6.92,23642.22,17535.28,6106.94
France,Snacks,Offline,H,10/7/2015,208517777,10/22/2015,3899,152.58,97.44,594909.42,379918.56,214990.86
Russia,Personal Care,Offline,C,8/26/2016,627949178,9/18/2016,2971,81.73,56.67,242819.83,168366.57,74453.26
Belarus,Office Supplies,Online,H,5/30/2016,477750194,6/11/2016,5754,651.21,524.96,3747062.34,3020619.84,726442.5
Slovenia,Office Supplies,Offline,L,8/1/2015,974772536,9/16/2015,5710,651.21,524.96,3718409.1,2997521.6,720887.5
United Kingdom,Cereal,Offline,H,7/3/2017,428474366,8/11/2017,3941,205.7,117.11,810663.7,461530.51,349133.19
Albania,Meat,Online,L,2/23/2010,528451669,4/7/2010,9447,421.89,364.69,3985594.83,3445226.43,540368.4
Kosovo,Fruits,Online,C,1/24/2017,480174911,2/15/2017,3281,9.33,6.92,30611.73,22704.52,7907.21
Sweden,Baby Food,Online,L,6/20/2017,121519792,8/2/2017,9262,255.28,159.42,2364403.36,1476548.04,887855.32
Moldova ,Baby Food,Offline,C,5/31/2010,886894786,7/2/2010,731,255.28,159.42,186609.68,116536.02,70073.66
Hungary,Office Supplies,Online,C,9/7/2012,287200486,9/29/2012,7861,651.21,524.96,5119161.81,4126710.56,992451.25
Belgium,Office Supplies,Online,L,1/13/2017,783899676,2/5/2017,2189,651.21,524.96,1425498.69,1149137.44,276361.25
Malta,Cereal,Offline,M,3/15/2014,307643210,3/15/2014,7317,205.7,117.11,1505106.9,856893.87,648213.03
Luxembourg,Meat,Offline,H,1/12/2016,934525668,2/14/2016,5767,421.89,364.69,2433039.63,2103167.23,329872.4
Romania,Clothes,Online,H,7/22/2014,794396770,8/8/2014,8512,109.28,35.84,930191.36,305070.08,625121.28
Greece,Snacks,Offline,C,10/31/2013,358480298,11/30/2013,1141,152.58,97.44,174093.78,111179.04,62914.74
Malta,Office Supplies,Offline,L,9/19/2011,892334306,10/17/2011,406,651.21,524.96,264391.26,213133.76,51257.5
Portugal,Snacks,Offline,H,11/16/2016,687742269,12/26/2016,7075,152.58,97.44,1079503.5,689388,390115.5
Sweden,Office Supplies,Online,C,11/11/2012,749742496,12/14/2012,4320,651.21,524.96,2813227.2,2267827.2,545400
Macedonia,Vegetables,Online,M,3/3/2010,574698102,3/29/2010,4794,154.06,90.93,738563.64,435918.42,302645.22
Slovenia,Clothes,Offline,M,1/9/2016,958100783,2/3/2016,2168,109.28,35.84,236919.04,77701.12,159217.92
Bulgaria,Clothes,Offline,H,5/20/2010,113823354,6/6/2010,1715,109.28,35.84,187415.2,61465.6,125949.6
Hungary,Vegetables,Offline,C,7/3/2015,284311854,8/3/2015,3051,154.06,90.93,470037.06,277427.43,192609.63
Ireland,Meat,Offline,H,3/16/2012,986339080,4/28/2012,8507,421.89,364.69,3589018.23,3102417.83,486600.4
Lithuania,Household,Offline,L,9/1/2010,216912448,10/12/2010,8068,668.27,502.54,5391602.36,4054492.72,1337109.64
Liechtenstein,Household,Online,L,1/3/2014,526033818,1/17/2014,3951,668.27,502.54,2640334.77,1985535.54,654799.23
Spain,Baby Food,Offline,L,5/31/2014,915260112,7/5/2014,4661,255.28,159.42,1189860.08,743056.62,446803.46
Lithuania,Household,Online,M,1/1/2016,105369031,2/6/2016,9893,668.27,502.54,6611195.11,4971628.22,1639566.89
Denmark,Cereal,Offline,C,2/20/2011,605393302,3/25/2011,8186,205.7,117.11,1683860.2,958662.46,725197.74
Norway,Cosmetics,Online,C,7/8/2014,221696650,7/18/2014,3820,437.2,263.33,1670104,1005920.6,664183.4
Italy,Clothes,Online,L,10/19/2016,176124417,11/2/2016,7984,109.28,35.84,872491.52,286146.56,586344.96
Slovakia,Meat,Online,H,2/16/2010,228621470,3/6/2010,3028,421.89,364.69,1277482.92,1104281.32,173201.6
Finland,Snacks,Offline,H,3/8/2016,750493085,3/17/2016,6436,152.58,97.44,982004.88,627123.84,354881.04
Kosovo,Household,Offline,M,9/28/2010,211483657,11/5/2010,1569,668.27,502.54,1048515.63,788485.26,260030.37
Estonia,Meat,Offline,H,7/9/2014,959344899,8/17/2014,329,421.89,364.69,138801.81,119983.01,18818.8
Finland,Personal Care,Offline,L,5/14/2017,116675078,6/9/2017,5603,81.73,56.67,457933.19,317522.01,140411.18
Sweden,Cereal,Offline,H,8/30/2015,845996034,9/8/2015,7881,205.7,117.11,1621121.7,922943.91,698177.79
Hungary,Fruits,Online,M,6/29/2012,686008489,6/29/2012,4011,9.33,6.92,37422.63,27756.12,9666.51
Ukraine,Fruits,Online,H,7/23/2014,338985145,8/10/2014,2092,9.33,6.92,19518.36,14476.64,5041.72
Switzerland,Vegetables,Online,M,1/2/2010,578785359,2/5/2010,4305,154.06,90.93,663228.3,391453.65,271774.65
Albania,Baby Food,Online,C,11/15/2015,788658988,12/26/2015,575,255.28,159.42,146786,91666.5,55119.5
Belgium,Household,Offline,M,2/11/2014,532571113,3/13/2014,8482,668.27,502.54,5668266.14,4262544.28,1405721.86
Macedonia,Meat,Offline,M,11/4/2015,961203563,12/9/2015,349,421.89,364.69,147239.61,127276.81,19962.8
Russia,Vegetables,Offline,C,12/26/2013,211877191,1/15/2014,8024,154.06,90.93,1236177.44,729622.32,506555.12
Georgia,Beverages,Online,H,9/13/2010,580424296,9/30/2010,9302,47.45,31.79,441379.9,295710.58,145669.32
Romania,Baby Food,Online,M,10/28/2013,824597156,10/28/2013,5478,255.28,159.42,1398423.84,873302.76,525121.08
San Marino,Snacks,Offline,L,12/7/2016,479737174,1/6/2017,3745,152.58,97.44,571412.1,364912.8,206499.3
Spain,Personal Care,Online,L,6/3/2013,975520551,7/22/2013,7064,81.73,56.67,577340.72,400316.88,177023.84
Czech Republic,Beverages,Online,L,7/2/2012,313406312,7/26/2012,2747,47.45,31.79,130345.15,87327.13,43018.02
Slovenia,Beverages,Offline,L,4/22/2010,504134118,6/3/2010,3343,47.45,31.79,158625.35,106273.97,52351.38
Montenegro,Beverages,Offline,L,11/8/2010,257024991,12/19/2010,8261,47.45,31.79,391984.45,262617.19,129367.26
Germany,Office Supplies,Offline,C,1/10/2013,764192950,1/28/2013,531,651.21,524.96,345792.51,278753.76,67038.75
Italy,Clothes,Offline,C,11/20/2014,883830201,1/2/2015,3852,109.28,35.84,420946.56,138055.68,282890.88
Portugal,Cereal,Online,L,1/31/2017,277166879,2/14/2017,8694,205.7,117.11,1788355.8,1018154.34,770201.46
Albania,Baby Food,Offline,H,1/12/2015,976838481,2/9/2015,7069,255.28,159.42,1804574.32,1126939.98,677634.34
Iceland,Cosmetics,Online,L,5/18/2016,247347152,6/28/2016,4374,437.2,263.33,1912312.8,1151805.42,760507.38
United Kingdom,Cereal,Offline,M,1/10/2015,513594377,1/17/2015,2844,205.7,117.11,585010.8,333060.84,251949.96
Slovenia,Beverages,Offline,H,6/19/2011,691087520,7/24/2011,7009,47.45,31.79,332577.05,222816.11,109760.94
Bosnia and Herzegovina,Household,Offline,C,2/20/2012,459332644,3/13/2012,5592,668.27,502.54,3736965.84,2810203.68,926762.16
Lithuania,Meat,Offline,L,2/14/2011,910102546,3/18/2011,8423,421.89,364.69,3553579.47,3071783.87,481795.6
Greece,Personal Care,Offline,H,11/8/2014,183689105,11/10/2014,6543,81.73,56.67,534759.39,370791.81,163967.58
Malta,Vegetables,Online,M,6/23/2015,646050441,7/4/2015,9537,154.06,90.93,1469270.22,867199.41,602070.81
Iceland,Office Supplies,Offline,M,2/19/2012,946033847,2/29/2012,1293,651.21,524.96,842014.53,678773.28,163241.25
Switzerland,Beverages,Offline,H,1/31/2011,237629830,3/6/2011,8802,47.45,31.79,417654.9,279815.58,137839.32
Romania,Household,Online,M,4/23/2017,885886275,5/16/2017,2290,668.27,502.54,1530338.3,1150816.6,379521.7
Bosnia and Herzegovina,Beverages,Online,C,7/12/2012,700021207,8/25/2012,686,47.45,31.79,32550.7,21807.94,10742.76
Lithuania,Vegetables,Online,L,1/1/2013,535364472,1/21/2013,5099,154.06,90.93,785551.94,463652.07,321899.87
Russia,Personal Care,Offline,C,3/3/2010,996655499,4/7/2010,1365,81.73,56.67,111561.45,77354.55,34206.9
