Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
United States of America,Cosmetics,Offline,H,6/18/2010,157631766,7/10/2010,5597,437.2,263.33,2447008.4,1473858.01,973150.39
Mexico,Snacks,Offline,L,10/7/2016,413412797,11/14/2016,6888,152.58,97.44,1050971.04,671166.72,379804.32
Canada,Beverages,Online,M,5/7/2015,100779664,6/2/2015,1797,47.45,31.79,85267.65,57126.63,28141.02
Greenland,Personal Care,Offline,M,7/23/2016,823988187,8/5/2016,5270,81.73,56.67,430717.1,298650.9,132066.2
Greenland,Cosmetics,Offline,L,9/17/2015,436989200,10/4/2015,3670,437.2,263.33,1604524,966421.1,638102.9
Mexico,Meat,Online,L,1/1/2016,510835349,1/27/2016,6387,421.89,364.69,2694611.43,2329275.03,365336.4
Mexico,Vegetables,Offline,C,6/23/2015,261522519,7/8/2015,9180,154.06,90.93,1414270.8,834737.4,579533.4
Greenland,Meat,Online,H,9/20/2013,113393771,11/3/2013,4592,421.89,364.69,1937318.88,1674656.48,262662.4
Mexico,Cosmetics,Online,L,8/18/2010,820663106,9/3/2010,1305,437.2,263.33,570546,343645.65,226900.35
Greenland,Snacks,Online,C,9/26/2013,517443883,10/29/2013,1999,152.58,97.44,305007.42,194782.56,110224.86
Mexico,Snacks,Online,L,8/28/2010,309324634,9/7/2010,4888,152.58,97.44,745811.04,476286.72,269524.32
Canada,Snacks,Online,M,11/29/2010,385649144,1/13/2011,1007,152.58,97.44,153648.06,98122.08,55525.98
Canada,Clothes,Offline,M,7/2/2010,659920251,7/30/2010,3922,109.28,35.84,428596.16,140564.48,288031.68
United States of America,Household,Offline,M,1/24/2014,548745477,1/26/2014,4836,668.27,502.54,3231753.72,2430283.44,801470.28
Mexico,Personal Care,Offline,C,8/9/2010,654059731,9/1/2010,9664,81.73,56.67,789838.72,547658.88,242179.84
Greenland,Personal Care,Online,H,2/20/2017,622181355,4/7/2017,6144,81.73,56.67,502149.12,348180.48,153968.64
Canada,Fruits,Online,H,6/17/2012,725916326,7/26/2012,3627,9.33,6.92,33839.91,25098.84,8741.07
Mexico,Vegetables,Offline,L,12/1/2012,674846208,12/30/2012,844,154.06,90.93,130026.64,76744.92,53281.72
Canada,Personal Care,Offline,H,11/3/2013,181094014,12/12/2013,8598,81.73,56.67,702714.54,487248.66,215465.88
Mexico,Baby Food,Offline,M,11/20/2011,449208486,12/5/2011,9628,255.28,159.42,2457835.84,1534895.76,922940.08
Mexico,Vegetables,Offline,H,2/15/2014,691814076,2/16/2014,2014,154.06,90.93,310276.84,183133.02,127143.82
Mexico,Baby Food,Offline,H,4/3/2013,907149541,5/5/2013,4563,255.28,159.42,1164842.64,727433.46,437409.18
United States of America,Household,Offline,L,2/6/2016,611359393,3/13/2016,3685,668.27,502.54,2462574.95,1851859.9,610715.05
Mexico,Household,Online,L,7/21/2012,822819173,7/22/2012,9333,668.27,502.54,6236963.91,4690205.82,1546758.09
Canada,Vegetables,Offline,L,11/20/2015,556762063,1/1/2016,7122,154.06,90.93,1097215.32,647603.46,449611.86
Canada,Cosmetics,Offline,M,12/1/2016,738712394,1/15/2017,268,437.2,263.33,117169.6,70572.44,46597.16
United States of America,Cereal,Offline,M,3/2/2010,167539203,4/8/2010,7428,205.7,117.11,1527939.6,869893.08,658046.52
Greenland,Fruits,Online,L,5/26/2016,251952826,7/3/2016,7295,9.33,6.92,68062.35,50481.4,17580.95
United States of America,Household,Online,H,8/6/2010,737813317,9/21/2010,4211,668.27,502.54,2814084.97,2116195.94,697889.03
Greenland,Clothes,Offline,H,12/18/2016,918225991,12/25/2016,2331,109.28,35.84,254731.68,83543.04,171188.64
Canada,Office Supplies,Online,C,11/9/2014,374811732,12/18/2014,3976,651.21,524.96,2589210.96,2087240.96,501970
United States of America,Cereal,Online,C,11/28/2014,713686311,1/15/2015,4494,205.7,117.11,924415.8,526292.34,398123.46
Canada,Household,Online,L,12/23/2010,663401114,1/15/2011,3987,668.27,502.54,2664392.49,2003626.98,660765.51
Mexico,Vegetables,Online,L,2/27/2011,392034089,3/27/2011,454,154.06,90.93,69943.24,41282.22,28661.02
Mexico,Beverages,Online,C,6/10/2012,715052735,7/24/2012,8849,47.45,31.79,419885.05,281309.71,138575.34
Greenland,Fruits,Offline,M,9/18/2012,320104968,10/22/2012,5028,9.33,6.92,46911.24,34793.76,12117.48
Canada,Cereal,Offline,H,6/11/2013,177852189,6/24/2013,9270,205.7,117.11,1906839,1085609.7,821229.3
Greenland,Cereal,Online,H,2/27/2010,820803439,3/18/2010,2833,205.7,117.11,582748.1,331772.63,250975.47
United States of America,Beverages,Offline,L,4/15/2014,804344546,5/15/2014,2280,47.45,31.79,108186,72481.2,35704.8
Mexico,Household,Online,L,9/4/2011,725100505,9/15/2011,2208,668.27,502.54,1475540.16,1109608.32,365931.84
Mexico,Fruits,Offline,M,5/20/2012,794042289,7/5/2012,3613,9.33,6.92,33709.29,25001.96,8707.33
United States of America,Office Supplies,Offline,H,10/22/2012,876512706,12/5/2012,8443,651.21,524.96,5498166.03,4432237.28,1065928.75
United States of America,Baby Food,Offline,L,10/22/2016,239806067,11/9/2016,2799,255.28,159.42,714528.72,446216.58,268312.14
United States of America,Cosmetics,Online,L,6/11/2011,815379369,7/1/2011,7730,437.2,263.33,3379556,2035540.9,1344015.1
Canada,Cereal,Online,L,4/12/2013,414820849,5/1/2013,3562,205.7,117.11,732703.4,417145.82,315557.58
Greenland,Office Supplies,Offline,H,5/10/2016,556621730,6/18/2016,5594,651.21,524.96,3642868.74,2936626.24,706242.5
United States of America,Meat,Online,C,6/16/2017,799933707,7/29/2017,7015,421.89,364.69,2959558.35,2558300.35,401258
Canada,Cosmetics,Online,L,6/28/2013,598433721,7/18/2013,8691,437.2,263.33,3799705.2,2288601.03,1511104.17
Canada,Clothes,Offline,M,6/12/2014,102203166,6/16/2014,3043,109.28,35.84,332539.04,109061.12,223477.92
Greenland,Fruits,Online,C,4/7/2011,868309438,4/20/2011,913,9.33,6.92,8518.29,6317.96,2200.33
United States of America,Personal Care,Offline,L,2/19/2012,368218648,3/18/2012,2935,81.73,56.67,239877.55,166326.45,73551.1
Canada,Beverages,Offline,C,8/20/2010,209039628,9/9/2010,8326,47.45,31.79,395068.7,264683.54,130385.16
Canada,Clothes,Offline,C,2/16/2017,966012656,2/22/2017,3467,109.28,35.84,378873.76,124257.28,254616.48
Greenland,Fruits,Online,L,3/5/2012,807809960,4/3/2012,7773,9.33,6.92,72522.09,53789.16,18732.93
Canada,Office Supplies,Online,M,7/29/2012,877370154,8/5/2012,2181,651.21,524.96,1420289.01,1144937.76,275351.25
Canada,Cereal,Online,M,5/23/2012,995044028,6/21/2012,4495,205.7,117.11,924621.5,526409.45,398212.05
United States of America,Snacks,Online,H,2/29/2016,120173537,4/15/2016,875,152.58,97.44,133507.5,85260,48247.5
United States of America,Snacks,Offline,L,1/8/2014,568659055,2/26/2014,7706,152.58,97.44,1175781.48,750872.64,424908.84
United States of America,Meat,Offline,L,5/2/2015,621407163,5/5/2015,7043,421.89,364.69,2971371.27,2568511.67,402859.6
United States of America,Cosmetics,Online,L,9/21/2012,566840732,9/22/2012,9624,437.2,263.33,4207612.8,2534287.92,1673324.88
Mexico,Meat,Offline,L,3/1/2012,494755828,3/10/2012,8099,421.89,364.69,3416887.11,2953624.31,463262.8
Canada,Baby Food,Online,L,10/11/2015,714741170,11/26/2015,6650,255.28,159.42,1697612,1060143,637469
Greenland,Meat,Offline,L,11/6/2012,459791409,11/10/2012,1351,421.89,364.69,569973.39,492696.19,77277.2
Mexico,Fruits,Offline,C,10/18/2011,551732814,10/30/2011,8855,9.33,6.92,82617.15,61276.6,21340.55
Mexico,Cosmetics,Offline,M,5/19/2011,603945767,7/3/2011,9828,437.2,263.33,4296801.6,2588007.24,1708794.36
Greenland,Personal Care,Online,C,10/11/2016,639092147,11/17/2016,423,81.73,56.67,34571.79,23971.41,10600.38
Mexico,Snacks,Online,L,2/23/2011,891605174,4/1/2011,4639,152.58,97.44,707818.62,452024.16,255794.46
United States of America,Baby Food,Online,C,10/11/2011,738249766,10/11/2011,3366,255.28,159.42,859272.48,536607.72,322664.76
Canada,Household,Offline,C,6/2/2014,569854247,7/22/2014,1390,668.27,502.54,928895.3,698530.6,230364.7
Greenland,Cereal,Offline,M,7/14/2012,263029277,7/28/2012,5063,205.7,117.11,1041459.1,592927.93,448531.17
Mexico,Clothes,Offline,M,3/3/2014,628213107,4/18/2014,1074,109.28,35.84,117366.72,38492.16,78874.56
Canada,Clothes,Offline,H,9/11/2016,657862889,9/21/2016,5103,109.28,35.84,557655.84,182891.52,374764.32
Greenland,Cereal,Offline,C,5/8/2017,849481618,5/15/2017,9343,205.7,117.11,1921855.1,1094158.73,827696.37
Canada,Fruits,Offline,L,3/24/2013,275373446,4/12/2013,7977,9.33,6.92,74425.41,55200.84,19224.57
United States of America,Clothes,Offline,L,6/30/2014,262706983,7/23/2014,9689,109.28,35.84,1058813.92,347253.76,711560.16
United States of America,Personal Care,Offline,L,8/23/2016,433087337,9/5/2016,9022,81.73,56.67,737368.06,511276.74,226091.32
United States of America,Baby Food,Offline,C,7/29/2014,350320804,8/12/2014,6566,255.28,159.42,1676168.48,1046751.72,629416.76
United States of America,Cosmetics,Offline,H,10/5/2010,544532048,10/5/2010,7989,437.2,263.33,3492790.8,2103743.37,1389047.43
Mexico,Cereal,Offline,H,2/16/2011,134434735,3/3/2011,1080,205.7,117.11,222156,126478.8,95677.2
Canada,Office Supplies,Online,L,10/27/2016,619178569,12/7/2016,7553,651.21,524.96,4918589.13,3965022.88,953566.25
Greenland,Fruits,Offline,L,11/19/2013,951174676,12/19/2013,2579,9.33,6.92,24062.07,17846.68,6215.39
United States of America,Cosmetics,Online,L,8/20/2015,505115163,9/13/2015,3656,437.2,263.33,1598403.2,962734.48,635668.72
Mexico,Clothes,Offline,C,10/7/2015,160619103,11/7/2015,9617,109.28,35.84,1050945.76,344673.28,706272.48
United States of America,Meat,Online,L,2/5/2012,391753423,2/27/2012,7398,421.89,364.69,3121142.22,2697976.62,423165.6
United States of America,Household,Offline,H,11/21/2014,372333371,12/4/2014,573,668.27,502.54,382918.71,287955.42,94963.29
Greenland,Cosmetics,Offline,L,9/30/2016,753622901,9/30/2016,2618,437.2,263.33,1144589.6,689397.94,455191.66
Greenland,Meat,Online,C,10/17/2010,999511945,12/4/2010,6651,421.89,364.69,2805990.39,2425553.19,380437.2
Mexico,Office Supplies,Online,H,10/22/2013,229306399,12/11/2013,5714,651.21,524.96,3721013.94,2999621.44,721392.5
United States of America,Fruits,Offline,L,11/4/2014,435934340,11/23/2014,1514,9.33,6.92,14125.62,10476.88,3648.74
Greenland,Vegetables,Online,C,1/13/2016,946805465,2/10/2016,9632,154.06,90.93,1483905.92,875837.76,608068.16
United States of America,Cereal,Offline,L,7/14/2017,118609702,7/29/2017,8101,205.7,117.11,1666375.7,948708.11,717667.59
United States of America,Beverages,Offline,M,3/29/2015,942368447,3/30/2015,6620,47.45,31.79,314119,210449.8,103669.2
Greenland,Beverages,Online,H,10/14/2015,346232259,11/1/2015,6674,47.45,31.79,316681.3,212166.46,104514.84
Canada,Cereal,Online,C,11/3/2012,169368255,11/30/2012,8685,205.7,117.11,1786504.5,1017100.35,769404.15
United States of America,Cosmetics,Offline,H,5/13/2015,637938582,6/3/2015,9058,437.2,263.33,3960157.6,2385243.14,1574914.46
United States of America,Vegetables,Offline,L,10/18/2011,179602706,11/23/2011,7287,154.06,90.93,1122635.22,662606.91,460028.31
Canada,Personal Care,Offline,H,1/22/2017,335140359,3/10/2017,4335,81.73,56.67,354299.55,245664.45,108635.1
Mexico,Cereal,Offline,C,12/3/2014,764616096,12/8/2014,5749,205.7,117.11,1182569.3,673265.39,509303.91
Canada,Cosmetics,Offline,C,9/3/2014,405110824,10/13/2014,150,437.2,263.33,65580,39499.5,26080.5
United States of America,Vegetables,Online,H,6/28/2017,335903823,8/13/2017,261,154.06,90.93,40209.66,23732.73,16476.93
United States of America,Fruits,Offline,L,5/29/2016,498688590,6/3/2016,1891,9.33,6.92,17643.03,13085.72,4557.31
Canada,Fruits,Online,C,10/20/2015,750282371,10/27/2015,4081,9.33,6.92,38075.73,28240.52,9835.21
United States of America,Clothes,Online,L,5/8/2013,741928040,6/8/2013,1849,109.28,35.84,202058.72,66268.16,135790.56
United States of America,Snacks,Offline,L,8/18/2015,829936683,9/29/2015,5562,152.58,97.44,848649.96,541961.28,306688.68
Mexico,Personal Care,Offline,H,1/17/2016,931416881,2/19/2016,5808,81.73,56.67,474687.84,329139.36,145548.48
United States of America,Cosmetics,Online,H,9/18/2012,122724425,9/18/2012,5740,437.2,263.33,2509528,1511514.2,998013.8
Mexico,Vegetables,Offline,H,6/25/2016,736374366,7/17/2016,8394,154.06,90.93,1293179.64,763266.42,529913.22
United States of America,Snacks,Online,C,11/3/2010,675833261,11/5/2010,2935,152.58,97.44,447822.3,285986.4,161835.9
Greenland,Fruits,Online,C,2/8/2017,427279174,3/18/2017,257,9.33,6.92,2397.81,1778.44,619.37
Mexico,Personal Care,Offline,C,2/25/2012,641206586,4/1/2012,6133,81.73,56.67,501250.09,347557.11,153692.98
Greenland,Vegetables,Offline,M,11/2/2011,135011518,11/25/2011,1763,154.06,90.93,271607.78,160309.59,111298.19
Greenland,Vegetables,Offline,L,4/21/2017,559962260,5/23/2017,4131,154.06,90.93,636421.86,375631.83,260790.03
Greenland,Fruits,Offline,H,8/14/2016,967056787,8/25/2016,2448,9.33,6.92,22839.84,16940.16,5899.68
Greenland,Household,Online,C,1/23/2016,610216557,2/6/2016,5495,668.27,502.54,3672143.65,2761457.3,910686.35
Canada,Clothes,Offline,M,1/3/2010,977639710,1/4/2010,4170,109.28,35.84,455697.6,149452.8,306244.8
Greenland,Meat,Offline,M,12/30/2016,541570889,1/30/2017,1716,421.89,364.69,723963.24,625808.04,98155.2
Mexico,Vegetables,Offline,M,8/10/2010,435622775,8/31/2010,9314,154.06,90.93,1434914.84,846922.02,587992.82
United States of America,Office Supplies,Online,M,3/12/2016,730893218,4/22/2016,6400,651.21,524.96,4167744,3359744,808000
United States of America,Meat,Offline,H,1/8/2013,997428405,2/18/2013,85,421.89,364.69,35860.65,30998.65,4862
Mexico,Meat,Online,L,10/3/2015,176007688,10/30/2015,3441,421.89,364.69,1451723.49,1254898.29,196825.2
Greenland,Clothes,Offline,L,5/1/2014,169186294,6/9/2014,4839,109.28,35.84,528805.92,173429.76,355376.16
Mexico,Meat,Online,H,12/25/2011,743491876,1/6/2012,4623,421.89,364.69,1950397.47,1685961.87,264435.6
Canada,Cosmetics,Offline,M,10/11/2011,233010852,10/30/2011,1944,437.2,263.33,849916.8,511913.52,338003.28
Canada,Baby Food,Offline,L,9/11/2012,704002463,9/18/2012,8828,255.28,159.42,2253611.84,1407359.76,846252.08
Mexico,Fruits,Offline,C,2/14/2015,809924399,3/14/2015,3483,9.33,6.92,32496.39,24102.36,8394.03
Greenland,Cosmetics,Online,L,5/4/2014,656989991,5/4/2014,6793,437.2,263.33,2969899.6,1788800.69,1181098.91
Greenland,Cereal,Online,H,2/27/2016,598688209,4/4/2016,4000,205.7,117.11,822800,468440,354360
United States of America,Meat,Online,M,3/19/2016,719125831,5/2/2016,4169,421.89,364.69,1758859.41,1520392.61,238466.8
Mexico,Cosmetics,Offline,C,11/11/2011,742110002,11/30/2011,5696,437.2,263.33,2490291.2,1499927.68,990363.52
Canada,Clothes,Online,H,12/23/2016,969155776,1/7/2017,3586,109.28,35.84,391878.08,128522.24,263355.84
Canada,Cereal,Offline,H,4/19/2011,404279553,5/4/2011,4159,205.7,117.11,855506.3,487060.49,368445.81
Greenland,Baby Food,Online,H,3/6/2012,589373004,4/2/2012,7424,255.28,159.42,1895198.72,1183534.08,711664.64
Greenland,Cosmetics,Offline,M,1/9/2016,590063941,2/26/2016,1888,437.2,263.33,825433.6,497167.04,328266.56
United States of America,Clothes,Offline,M,5/26/2013,571942508,6/4/2013,9353,109.28,35.84,1022095.84,335211.52,686884.32
Canada,Cosmetics,Offline,C,4/3/2016,456097686,5/2/2016,8296,437.2,263.33,3627011.2,2184585.68,1442425.52
Greenland,Household,Offline,L,6/16/2015,601732623,7/14/2015,4910,668.27,502.54,3281205.7,2467471.4,813734.3
United States of America,Fruits,Online,M,1/11/2010,749481999,2/6/2010,7234,9.33,6.92,67493.22,50059.28,17433.94
Mexico,Cereal,Offline,H,9/27/2010,618996608,9/29/2010,3707,205.7,117.11,762529.9,434126.77,328403.13
Greenland,Snacks,Online,H,11/16/2015,462144887,12/10/2015,7797,152.58,97.44,1189666.26,759739.68,429926.58
Mexico,Household,Offline,H,5/3/2017,754864442,6/12/2017,18,668.27,502.54,12028.86,9045.72,2983.14
Mexico,Household,Offline,C,1/16/2010,844099175,3/1/2010,6559,668.27,502.54,4383182.93,3296159.86,1087023.07
United States of America,Personal Care,Online,M,3/12/2010,643575513,3/13/2010,7151,81.73,56.67,584451.23,405247.17,179204.06
Canada,Personal Care,Online,C,1/20/2017,113082206,3/7/2017,2392,81.73,56.67,195498.16,135554.64,59943.52
United States of America,Fruits,Offline,C,3/19/2010,500745952,4/11/2010,710,9.33,6.92,6624.3,4913.2,1711.1
Greenland,Vegetables,Online,H,9/16/2016,995594632,11/2/2016,7431,154.06,90.93,1144819.86,675700.83,469119.03
Greenland,Office Supplies,Offline,C,2/16/2011,550252234,2/18/2011,719,651.21,524.96,468219.99,377446.24,90773.75
Mexico,Meat,Online,C,7/27/2010,677594506,8/14/2010,4127,421.89,364.69,1741140.03,1505075.63,236064.4
United States of America,Household,Online,M,1/2/2011,613614165,2/10/2011,922,668.27,502.54,616144.94,463341.88,152803.06
Canada,Meat,Online,C,12/26/2011,635060679,1/18/2012,7422,421.89,364.69,3131267.58,2706729.18,424538.4
Mexico,Beverages,Offline,M,3/13/2015,719167459,4/11/2015,6487,47.45,31.79,307808.15,206221.73,101586.42
United States of America,Fruits,Online,H,12/11/2011,941776216,1/28/2012,1365,9.33,6.92,12735.45,9445.8,3289.65
Mexico,Baby Food,Online,M,3/16/2013,177135074,3/18/2013,7059,255.28,159.42,1802021.52,1125345.78,676675.74
Greenland,Office Supplies,Online,H,8/14/2016,879682004,9/24/2016,6308,651.21,524.96,4107832.68,3311447.68,796385
Mexico,Baby Food,Offline,C,3/2/2014,846650063,4/19/2014,1423,255.28,159.42,363263.44,226854.66,136408.78
Greenland,Meat,Offline,L,8/2/2013,389524829,8/11/2013,7908,421.89,364.69,3336306.12,2883968.52,452337.6
Canada,Cereal,Online,M,5/29/2017,508367717,7/11/2017,6159,205.7,117.11,1266906.3,721280.49,545625.81
Mexico,Baby Food,Offline,M,8/16/2016,773297441,9/11/2016,4752,255.28,159.42,1213090.56,757563.84,455526.72
Canada,Household,Online,M,3/1/2014,690910279,4/20/2014,4560,668.27,502.54,3047311.2,2291582.4,755728.8
Mexico,Clothes,Offline,H,1/21/2012,609047544,1/23/2012,9557,109.28,35.84,1044388.96,342522.88,701866.08
Greenland,Beverages,Online,L,2/1/2014,646983850,2/20/2014,5753,47.45,31.79,272979.85,182887.87,90091.98
United States of America,Baby Food,Online,L,11/17/2016,367486083,12/8/2016,6153,255.28,159.42,1570737.84,980911.26,589826.58
United States of America,Fruits,Online,L,6/7/2013,370036971,7/2/2013,1018,9.33,6.92,9497.94,7044.56,2453.38
Mexico,Personal Care,Offline,M,4/15/2017,112224757,5/17/2017,8654,81.73,56.67,707291.42,490422.18,216869.24
Mexico,Baby Food,Online,L,8/14/2014,243032443,9/30/2014,7555,255.28,159.42,1928640.4,1204418.1,724222.3
Canada,Cosmetics,Offline,M,7/5/2016,335041654,8/3/2016,5126,437.2,263.33,2241087.2,1349829.58,891257.62
Greenland,Cosmetics,Online,C,2/11/2014,619827878,3/9/2014,9698,437.2,263.33,4239965.6,2553774.34,1686191.26
United States of America,Cosmetics,Online,C,11/13/2011,679412829,11/28/2011,2209,437.2,263.33,965774.8,581695.97,384078.83
United States of America,Baby Food,Online,L,5/12/2015,197443473,5/30/2015,6766,255.28,159.42,1727224.48,1078635.72,648588.76
Mexico,Fruits,Online,H,12/5/2013,559130990,12/12/2013,8140,9.33,6.92,75946.2,56328.8,19617.4
United States of America,Beverages,Offline,L,12/24/2010,534385573,1/9/2011,5421,47.45,31.79,257226.45,172333.59,84892.86
United States of America,Cosmetics,Offline,M,1/7/2017,138663613,1/21/2017,2499,437.2,263.33,1092562.8,658061.67,434501.13
Mexico,Office Supplies,Offline,C,10/25/2011,452590644,12/8/2011,484,651.21,524.96,315185.64,254080.64,61105
Greenland,Beverages,Online,H,6/28/2016,236803281,7/10/2016,4208,47.45,31.79,199669.6,133772.32,65897.28
Greenland,Vegetables,Online,M,7/5/2013,214536225,8/22/2013,4891,154.06,90.93,753507.46,444738.63,308768.83
Mexico,Cosmetics,Offline,H,5/30/2010,105559146,7/12/2010,6152,437.2,263.33,2689654.4,1620006.16,1069648.24
United States of America,Household,Online,M,3/8/2013,451026809,3/21/2013,7710,668.27,502.54,5152361.7,3874583.4,1277778.3
Greenland,Baby Food,Online,C,4/3/2010,852962481,4/5/2010,9408,255.28,159.42,2401674.24,1499823.36,901850.88
Canada,Snacks,Online,C,9/13/2013,453603875,9/19/2013,322,152.58,97.44,49130.76,31375.68,17755.08
United States of America,Cosmetics,Online,H,1/30/2012,272458636,3/8/2012,5420,437.2,263.33,2369624,1427248.6,942375.4
